image_path,mask_path,type,split
dataset\images\train\2000x1500_5_resized_jpg.rf.6fa14f6462f3442b557e0c63a8dfc928.jpg,dataset\masks\train\2000x1500_5_resized_jpg.rf.6fa14f6462f3442b557e0c63a8dfc928__segment_taping.png,taping,train
dataset\images\train\IMG_8213_JPG_jpg.rf.6aa22be9edd05b96a02dde5adcab5fb9.jpg,dataset\masks\train\IMG_8213_JPG_jpg.rf.6aa22be9edd05b96a02dde5adcab5fb9__segment_taping.png,taping,train
dataset\images\train\2000x1500_19_resized_jpg.rf.7068646cab39f58852faf5596b7e26af.jpg,dataset\masks\train\2000x1500_19_resized_jpg.rf.7068646cab39f58852faf5596b7e26af__segment_taping.png,taping,train
dataset\images\train\2000x1500_76_resized_jpg.rf.6fa5b206a2888a401350ae39493fc597.jpg,dataset\masks\train\2000x1500_76_resized_jpg.rf.6fa5b206a2888a401350ae39493fc597__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111635-jpg_1500x2000_jpg.rf.6c3a934ec6b387363d3019a3fd806f15.jpg,dataset\masks\train\IMG_20220627_111635-jpg_1500x2000_jpg.rf.6c3a934ec6b387363d3019a3fd806f15__segment_taping.png,taping,train
dataset\images\train\2000x1500_85_resized_jpg.rf.6edf8a46f50bb38eb65f3e192ed97891.jpg,dataset\masks\train\2000x1500_85_resized_jpg.rf.6edf8a46f50bb38eb65f3e192ed97891__segment_taping.png,taping,train
dataset\images\train\IMG_8202_JPG_jpg.rf.6a8c5cac999c49d2b803e0806afc9220.jpg,dataset\masks\train\IMG_8202_JPG_jpg.rf.6a8c5cac999c49d2b803e0806afc9220__segment_taping.png,taping,train
dataset\images\train\IMG_8226_JPG_jpg.rf.6c329686aeb6cc750e815cbc7b45aa12.jpg,dataset\masks\train\IMG_8226_JPG_jpg.rf.6c329686aeb6cc750e815cbc7b45aa12__segment_taping.png,taping,train
dataset\images\train\IMG_8202_JPG_jpg.rf.706a131f1272bf83d541fe4110c37b49.jpg,dataset\masks\train\IMG_8202_JPG_jpg.rf.706a131f1272bf83d541fe4110c37b49__segment_taping.png,taping,train
dataset\images\train\IMG_8317_JPG_jpg.rf.71ee10a43a68de5c3dba486129b03f4e.jpg,dataset\masks\train\IMG_8317_JPG_jpg.rf.71ee10a43a68de5c3dba486129b03f4e__segment_taping.png,taping,train
dataset\images\train\IMG_8213_JPG_jpg.rf.7257ad9e5cca374941d33ccbb312ff7c.jpg,dataset\masks\train\IMG_8213_JPG_jpg.rf.7257ad9e5cca374941d33ccbb312ff7c__segment_taping.png,taping,train
dataset\images\train\IMG_8241_JPG_jpg.rf.731e8bd4f477ce5d4aa46bf4ecfadc0a.jpg,dataset\masks\train\IMG_8241_JPG_jpg.rf.731e8bd4f477ce5d4aa46bf4ecfadc0a__segment_taping.png,taping,train
dataset\images\train\IMG_8206_JPG_jpg.rf.68c6814a155fc58bdbc1df27b2365811.jpg,dataset\masks\train\IMG_8206_JPG_jpg.rf.68c6814a155fc58bdbc1df27b2365811__segment_taping.png,taping,train
dataset\images\train\IMG_8208_JPG_jpg.rf.742a038e129ff7eed26ab60ff89144c4.jpg,dataset\masks\train\IMG_8208_JPG_jpg.rf.742a038e129ff7eed26ab60ff89144c4__segment_taping.png,taping,train
dataset\images\train\IMG_8303_JPG_jpg.rf.74e0dd82fc40d491df6ae81aef0bc253.jpg,dataset\masks\train\IMG_8303_JPG_jpg.rf.74e0dd82fc40d491df6ae81aef0bc253__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111213-jpg_1500x2000_jpg.rf.72face4cc5fd2c90644b13e57eb204eb.jpg,dataset\masks\train\IMG_20220627_111213-jpg_1500x2000_jpg.rf.72face4cc5fd2c90644b13e57eb204eb__segment_taping.png,taping,train
dataset\images\train\2000x1500_13_resized_jpg.rf.74d76c3edb600255b372668a0c936893.jpg,dataset\masks\train\2000x1500_13_resized_jpg.rf.74d76c3edb600255b372668a0c936893__segment_taping.png,taping,train
dataset\images\train\2000x1500_22_resized_jpg.rf.74a9f31830d8e43992ce11d0ccbd99f2.jpg,dataset\masks\train\2000x1500_22_resized_jpg.rf.74a9f31830d8e43992ce11d0ccbd99f2__segment_taping.png,taping,train
dataset\images\train\IMG_8221_JPG_jpg.rf.75813e33262938713fccc0cb8a483595.jpg,dataset\masks\train\IMG_8221_JPG_jpg.rf.75813e33262938713fccc0cb8a483595__segment_taping.png,taping,train
dataset\images\train\IMG_8244_JPG_jpg.rf.75c569e54eb45b6b4b89f8432b2f30f7.jpg,dataset\masks\train\IMG_8244_JPG_jpg.rf.75c569e54eb45b6b4b89f8432b2f30f7__segment_taping.png,taping,train
dataset\images\train\IMG_8227_JPG_jpg.rf.762ff3af9822310929fb49f4f767912f.jpg,dataset\masks\train\IMG_8227_JPG_jpg.rf.762ff3af9822310929fb49f4f767912f__segment_taping.png,taping,train
dataset\images\train\2000x1500_49_resized_jpg.rf.70f7f1751892beb51f1be3968c3fd5f6.jpg,dataset\masks\train\2000x1500_49_resized_jpg.rf.70f7f1751892beb51f1be3968c3fd5f6__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111249-jpg_1500x2000_jpg.rf.74903207c56c3bcb02a4ec3aae3dc1d4.jpg,dataset\masks\train\IMG_20220627_111249-jpg_1500x2000_jpg.rf.74903207c56c3bcb02a4ec3aae3dc1d4__segment_taping.png,taping,train
dataset\images\train\2000x1500_76_resized_jpg.rf.74a24aee0b45e542adfe7e29c65bf54b.jpg,dataset\masks\train\2000x1500_76_resized_jpg.rf.74a24aee0b45e542adfe7e29c65bf54b__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111149-jpg_1500x2000_jpg.rf.78336c931805d1654082d2e5da9429f5.jpg,dataset\masks\train\IMG_20220627_111149-jpg_1500x2000_jpg.rf.78336c931805d1654082d2e5da9429f5__segment_taping.png,taping,train
dataset\images\train\IMG_8212_JPG_jpg.rf.788e849e10791f21268a673cdb80fa5d.jpg,dataset\masks\train\IMG_8212_JPG_jpg.rf.788e849e10791f21268a673cdb80fa5d__segment_taping.png,taping,train
dataset\images\train\IMG_8254_JPG_jpg.rf.738161c4096af7a33030371f487179cc.jpg,dataset\masks\train\IMG_8254_JPG_jpg.rf.738161c4096af7a33030371f487179cc__segment_taping.png,taping,train
dataset\images\train\IMG_8319_JPG_jpg.rf.7694a2e29104fa13d08e7df065dc382c.jpg,dataset\masks\train\IMG_8319_JPG_jpg.rf.7694a2e29104fa13d08e7df065dc382c__segment_taping.png,taping,train
dataset\images\train\IMG_8209_JPG_jpg.rf.765a52728b85f8f0302433573a26a382.jpg,dataset\masks\train\IMG_8209_JPG_jpg.rf.765a52728b85f8f0302433573a26a382__segment_taping.png,taping,train
dataset\images\train\IMG_8221_JPG_jpg.rf.7658d45c2585cef12474d594d4a931dd.jpg,dataset\masks\train\IMG_8221_JPG_jpg.rf.7658d45c2585cef12474d594d4a931dd__segment_taping.png,taping,train
dataset\images\train\2000x1500_69_resized_jpg.rf.766946bad4a951f964d5e35d212b2db9.jpg,dataset\masks\train\2000x1500_69_resized_jpg.rf.766946bad4a951f964d5e35d212b2db9__segment_taping.png,taping,train
dataset\images\train\IMG_8287_JPG_jpg.rf.7628245c9c85bd4343f994a78226ee17.jpg,dataset\masks\train\IMG_8287_JPG_jpg.rf.7628245c9c85bd4343f994a78226ee17__segment_taping.png,taping,train
dataset\images\train\IMG_8213_JPG_jpg.rf.6992a0fa5d441ccd123052d9930c01eb.jpg,dataset\masks\train\IMG_8213_JPG_jpg.rf.6992a0fa5d441ccd123052d9930c01eb__segment_taping.png,taping,train
dataset\images\train\IMG_8216_JPG_jpg.rf.776689647bf1102581c16c79f44bb00f.jpg,dataset\masks\train\IMG_8216_JPG_jpg.rf.776689647bf1102581c16c79f44bb00f__segment_taping.png,taping,train
dataset\images\train\IMG_8325_JPG_jpg.rf.7769c994666b3c524e6b7596537cc2a6.jpg,dataset\masks\train\IMG_8325_JPG_jpg.rf.7769c994666b3c524e6b7596537cc2a6__segment_taping.png,taping,train
dataset\images\train\IMG_8309_JPG_jpg.rf.792d028dd99b11a483ac2889b4e1259d.jpg,dataset\masks\train\IMG_8309_JPG_jpg.rf.792d028dd99b11a483ac2889b4e1259d__segment_taping.png,taping,train
dataset\images\train\IMG_8227_JPG_jpg.rf.7b405a791b9dd3847bc5013ace5e7f16.jpg,dataset\masks\train\IMG_8227_JPG_jpg.rf.7b405a791b9dd3847bc5013ace5e7f16__segment_taping.png,taping,train
dataset\images\train\IMG_8203_JPG_jpg.rf.79db56eb57d6334e1c83978f6aa7e036.jpg,dataset\masks\train\IMG_8203_JPG_jpg.rf.79db56eb57d6334e1c83978f6aa7e036__segment_taping.png,taping,train
dataset\images\train\2000x1500_66_resized_jpg.rf.7e1fd35b3de92d104969329a0e782f11.jpg,dataset\masks\train\2000x1500_66_resized_jpg.rf.7e1fd35b3de92d104969329a0e782f11__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111052-jpg_1500x2000_jpg.rf.7b931e6ff73cae037016a0adb700b115.jpg,dataset\masks\train\IMG_20220627_111052-jpg_1500x2000_jpg.rf.7b931e6ff73cae037016a0adb700b115__segment_taping.png,taping,train
dataset\images\train\2000x1500_72_resized_jpg.rf.794d9d7ac30c6b7f13af080bda895d3b.jpg,dataset\masks\train\2000x1500_72_resized_jpg.rf.794d9d7ac30c6b7f13af080bda895d3b__segment_taping.png,taping,train
dataset\images\train\IMG_8226_JPG_jpg.rf.7995f577cfad29b52bd4c4d7bdb869f6.jpg,dataset\masks\train\IMG_8226_JPG_jpg.rf.7995f577cfad29b52bd4c4d7bdb869f6__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_110945-jpg_1500x2000_jpg.rf.79d4b4e5ef6512ad6485ca6c2f2dce23.jpg,dataset\masks\train\IMG_20220627_110945-jpg_1500x2000_jpg.rf.79d4b4e5ef6512ad6485ca6c2f2dce23__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111655-jpg_1500x2000_jpg.rf.7b41b5ba5b6bf42b9c4471ca4e651f6d.jpg,dataset\masks\train\IMG_20220627_111655-jpg_1500x2000_jpg.rf.7b41b5ba5b6bf42b9c4471ca4e651f6d__segment_taping.png,taping,train
dataset\images\train\2000x1500_2_resized_jpg.rf.7eb18471674f1ceb8c6560a6fd65a541.jpg,dataset\masks\train\2000x1500_2_resized_jpg.rf.7eb18471674f1ceb8c6560a6fd65a541__segment_taping.png,taping,train
dataset\images\train\IMG_8208_JPG_jpg.rf.7b5ae3dcd3135a6b5919133eb8499379.jpg,dataset\masks\train\IMG_8208_JPG_jpg.rf.7b5ae3dcd3135a6b5919133eb8499379__segment_taping.png,taping,train
dataset\images\train\IMG_8245_JPG_jpg.rf.7f05398f2e9407c2675bbefc9e156837.jpg,dataset\masks\train\IMG_8245_JPG_jpg.rf.7f05398f2e9407c2675bbefc9e156837__segment_taping.png,taping,train
dataset\images\train\IMG_8248_JPG_jpg.rf.8134758b483ee6be4669d6bfcc76448d.jpg,dataset\masks\train\IMG_8248_JPG_jpg.rf.8134758b483ee6be4669d6bfcc76448d__segment_taping.png,taping,train
dataset\images\train\IMG_8224_JPG_jpg.rf.7c9786dfd5f18ff93362a52295b7e8ea.jpg,dataset\masks\train\IMG_8224_JPG_jpg.rf.7c9786dfd5f18ff93362a52295b7e8ea__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111055-jpg_1500x2000_jpg.rf.7b9fd12119526cd55f1e7a6abd91e6af.jpg,dataset\masks\train\IMG_20220627_111055-jpg_1500x2000_jpg.rf.7b9fd12119526cd55f1e7a6abd91e6af__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111316-jpg_1500x2000_jpg.rf.7f92c06866512bdc651ee5ee9684a119.jpg,dataset\masks\train\IMG_20220627_111316-jpg_1500x2000_jpg.rf.7f92c06866512bdc651ee5ee9684a119__segment_taping.png,taping,train
dataset\images\train\IMG_8221_JPG_jpg.rf.811d7faea5402fb40577565c5d9ca8c2.jpg,dataset\masks\train\IMG_8221_JPG_jpg.rf.811d7faea5402fb40577565c5d9ca8c2__segment_taping.png,taping,train
dataset\images\train\IMG_8207_JPG_jpg.rf.804e499813c6dbec6ef3776d84140982.jpg,dataset\masks\train\IMG_8207_JPG_jpg.rf.804e499813c6dbec6ef3776d84140982__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111152-jpg_1500x2000_jpg.rf.7a33ee7d958b10155af8ed5cf33a3b5c.jpg,dataset\masks\train\IMG_20220627_111152-jpg_1500x2000_jpg.rf.7a33ee7d958b10155af8ed5cf33a3b5c__segment_taping.png,taping,train
dataset\images\train\2000x1500_67_resized_jpg.rf.7f51cce690cd66bfce78254ad24fb79c.jpg,dataset\masks\train\2000x1500_67_resized_jpg.rf.7f51cce690cd66bfce78254ad24fb79c__segment_taping.png,taping,train
dataset\images\train\IMG_8260_JPG_jpg.rf.7e845e8dff72b17785eb5adfc52c1d72.jpg,dataset\masks\train\IMG_8260_JPG_jpg.rf.7e845e8dff72b17785eb5adfc52c1d72__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111320-jpg_1500x2000_jpg.rf.80cfc80360a395f1e1ff063266ccba04.jpg,dataset\masks\train\IMG_20220627_111320-jpg_1500x2000_jpg.rf.80cfc80360a395f1e1ff063266ccba04__segment_taping.png,taping,train
dataset\images\train\IMG_8216_JPG_jpg.rf.7c36642a44e510bdbaf655b45a29440f.jpg,dataset\masks\train\IMG_8216_JPG_jpg.rf.7c36642a44e510bdbaf655b45a29440f__segment_taping.png,taping,train
dataset\images\train\IMG_8260_JPG_jpg.rf.814f09cad47acbd1e33625939b3ae91f.jpg,dataset\masks\train\IMG_8260_JPG_jpg.rf.814f09cad47acbd1e33625939b3ae91f__segment_taping.png,taping,train
dataset\images\train\2000x1500_87_resized_jpg.rf.82b9a150fde5f578679ea8e4f2acd973.jpg,dataset\masks\train\2000x1500_87_resized_jpg.rf.82b9a150fde5f578679ea8e4f2acd973__segment_taping.png,taping,train
dataset\images\train\IMG_8229_JPG_jpg.rf.8372c4d9a3f8ff45c2cb4d4cecb0010b.jpg,dataset\masks\train\IMG_8229_JPG_jpg.rf.8372c4d9a3f8ff45c2cb4d4cecb0010b__segment_taping.png,taping,train
dataset\images\train\IMG_8220_JPG_jpg.rf.84390af71c53ce7885c279aabbf28c20.jpg,dataset\masks\train\IMG_8220_JPG_jpg.rf.84390af71c53ce7885c279aabbf28c20__segment_taping.png,taping,train
dataset\images\train\IMG_8222_JPG_jpg.rf.832d6f60d2d4af9a5436c4bef6b674a2.jpg,dataset\masks\train\IMG_8222_JPG_jpg.rf.832d6f60d2d4af9a5436c4bef6b674a2__segment_taping.png,taping,train
dataset\images\train\IMG_8304_JPG_jpg.rf.7dfb5cfc03bccc308b8a7a20f5d70093.jpg,dataset\masks\train\IMG_8304_JPG_jpg.rf.7dfb5cfc03bccc308b8a7a20f5d70093__segment_taping.png,taping,train
dataset\images\train\2000x1500_13_resized_jpg.rf.8360bf2b08fc358ad280991b038c76b9.jpg,dataset\masks\train\2000x1500_13_resized_jpg.rf.8360bf2b08fc358ad280991b038c76b9__segment_taping.png,taping,train
dataset\images\train\IMG_8264_JPG_jpg.rf.81f83478d8834856c20d318f65f098a8.jpg,dataset\masks\train\IMG_8264_JPG_jpg.rf.81f83478d8834856c20d318f65f098a8__segment_taping.png,taping,train
dataset\images\train\IMG_8322_JPG_jpg.rf.82110f36f0c62b1f6cb32ea6945748ce.jpg,dataset\masks\train\IMG_8322_JPG_jpg.rf.82110f36f0c62b1f6cb32ea6945748ce__segment_taping.png,taping,train
dataset\images\train\IMG_8237_JPG_jpg.rf.8570bf4f281f155c2625f90942a093b7.jpg,dataset\masks\train\IMG_8237_JPG_jpg.rf.8570bf4f281f155c2625f90942a093b7__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111721-jpg_1500x2000_jpg.rf.83ded68d9a23452f2aaf5ea86b1c0cc9.jpg,dataset\masks\train\IMG_20220627_111721-jpg_1500x2000_jpg.rf.83ded68d9a23452f2aaf5ea86b1c0cc9__segment_taping.png,taping,train
dataset\images\train\2000x1500_11_resized_jpg.rf.852c4f28cae770bbfa0be121af383ae0.jpg,dataset\masks\train\2000x1500_11_resized_jpg.rf.852c4f28cae770bbfa0be121af383ae0__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111721-jpg_1500x2000_jpg.rf.845c1ac8191dcec4085f4996d8823f95.jpg,dataset\masks\train\IMG_20220627_111721-jpg_1500x2000_jpg.rf.845c1ac8191dcec4085f4996d8823f95__segment_taping.png,taping,train
dataset\images\train\IMG_8326_JPG_jpg.rf.853f757768bd73231ce7a15d396d27f4.jpg,dataset\masks\train\IMG_8326_JPG_jpg.rf.853f757768bd73231ce7a15d396d27f4__segment_taping.png,taping,train
dataset\images\train\IMG_8228_JPG_jpg.rf.83e4ded94de652b7190c62a85b11499c.jpg,dataset\masks\train\IMG_8228_JPG_jpg.rf.83e4ded94de652b7190c62a85b11499c__segment_taping.png,taping,train
dataset\images\train\2000x1500_72_resized_jpg.rf.84b5fb0d9800024f7f0efd29df66c7b4.jpg,dataset\masks\train\2000x1500_72_resized_jpg.rf.84b5fb0d9800024f7f0efd29df66c7b4__segment_taping.png,taping,train
dataset\images\train\IMG_8240_JPG_jpg.rf.8af9b8f6036934cef7b99023d5a902d2.jpg,dataset\masks\train\IMG_8240_JPG_jpg.rf.8af9b8f6036934cef7b99023d5a902d2__segment_taping.png,taping,train
dataset\images\train\IMG_8233_JPG_jpg.rf.8731bfad83bd2ef9f7225079347784ad.jpg,dataset\masks\train\IMG_8233_JPG_jpg.rf.8731bfad83bd2ef9f7225079347784ad__segment_taping.png,taping,train
dataset\images\train\IMG_8241_JPG_jpg.rf.86f3338e4fcf3ab5855b03006ba37722.jpg,dataset\masks\train\IMG_8241_JPG_jpg.rf.86f3338e4fcf3ab5855b03006ba37722__segment_taping.png,taping,train
dataset\images\train\IMG_8311_JPG_jpg.rf.897d0495a4336f734a108a82b5fc8495.jpg,dataset\masks\train\IMG_8311_JPG_jpg.rf.897d0495a4336f734a108a82b5fc8495__segment_taping.png,taping,train
dataset\images\train\IMG_8208_JPG_jpg.rf.87b67c439e3a27d51195600ba1f3633e.jpg,dataset\masks\train\IMG_8208_JPG_jpg.rf.87b67c439e3a27d51195600ba1f3633e__segment_taping.png,taping,train
dataset\images\train\2000x1500_80_resized_jpg.rf.860ca84cefc09535a91efa3ffa438406.jpg,dataset\masks\train\2000x1500_80_resized_jpg.rf.860ca84cefc09535a91efa3ffa438406__segment_taping.png,taping,train
dataset\images\train\2000x1500_18_resized_jpg.rf.847f4056cd08b7e7edf1c103cca951cb.jpg,dataset\masks\train\2000x1500_18_resized_jpg.rf.847f4056cd08b7e7edf1c103cca951cb__segment_taping.png,taping,train
dataset\images\train\IMG_8205_JPG_jpg.rf.8bcced7c4bf5bae751e9c7f42175f69b.jpg,dataset\masks\train\IMG_8205_JPG_jpg.rf.8bcced7c4bf5bae751e9c7f42175f69b__segment_taping.png,taping,train
dataset\images\train\IMG_8209_JPG_jpg.rf.8998429e2268f92d1b2c546518a430ba.jpg,dataset\masks\train\IMG_8209_JPG_jpg.rf.8998429e2268f92d1b2c546518a430ba__segment_taping.png,taping,train
dataset\images\train\IMG_8267_JPG_jpg.rf.858c7db74d772c02fb4e5d2be5958c14.jpg,dataset\masks\train\IMG_8267_JPG_jpg.rf.858c7db74d772c02fb4e5d2be5958c14__segment_taping.png,taping,train
dataset\images\train\IMG_8315_JPG_jpg.rf.8195abfb52a7d38c70e34899447c0d05.jpg,dataset\masks\train\IMG_8315_JPG_jpg.rf.8195abfb52a7d38c70e34899447c0d05__segment_taping.png,taping,train
dataset\images\train\IMG_8210_JPG_jpg.rf.84e60c3ebcb18e636ad7a6e81f938cec.jpg,dataset\masks\train\IMG_8210_JPG_jpg.rf.84e60c3ebcb18e636ad7a6e81f938cec__segment_taping.png,taping,train
dataset\images\train\IMG_8216_JPG_jpg.rf.8efa9de3519e818256ea22c8b82ddeea.jpg,dataset\masks\train\IMG_8216_JPG_jpg.rf.8efa9de3519e818256ea22c8b82ddeea__segment_taping.png,taping,train
dataset\images\train\IMG_8217_JPG_jpg.rf.8e01bba1118d9b7530d7212399a64d47.jpg,dataset\masks\train\IMG_8217_JPG_jpg.rf.8e01bba1118d9b7530d7212399a64d47__segment_taping.png,taping,train
dataset\images\train\IMG_8203_JPG_jpg.rf.8fb7f82510a58d18a57445683ed67161.jpg,dataset\masks\train\IMG_8203_JPG_jpg.rf.8fb7f82510a58d18a57445683ed67161__segment_taping.png,taping,train
dataset\images\train\IMG_8204_JPG_jpg.rf.8d07008daf32cfb8c3205f87e0a8d6e8.jpg,dataset\masks\train\IMG_8204_JPG_jpg.rf.8d07008daf32cfb8c3205f87e0a8d6e8__segment_taping.png,taping,train
dataset\images\train\2000x1500_67_resized_jpg.rf.87a0d768ea3e7c3309bfdc5f2bb97957.jpg,dataset\masks\train\2000x1500_67_resized_jpg.rf.87a0d768ea3e7c3309bfdc5f2bb97957__segment_taping.png,taping,train
dataset\images\train\2000x1500_19_resized_jpg.rf.8df67b3bac8a2fb28e3bdb491d18d7e0.jpg,dataset\masks\train\2000x1500_19_resized_jpg.rf.8df67b3bac8a2fb28e3bdb491d18d7e0__segment_taping.png,taping,train
dataset\images\train\IMG_8218_JPG_jpg.rf.8afbe88a5f33a5704ff354edffca168f.jpg,dataset\masks\train\IMG_8218_JPG_jpg.rf.8afbe88a5f33a5704ff354edffca168f__segment_taping.png,taping,train
dataset\images\train\2000x1500_18_resized_jpg.rf.913257e77a24db7f7a646eb24a9e0f07.jpg,dataset\masks\train\2000x1500_18_resized_jpg.rf.913257e77a24db7f7a646eb24a9e0f07__segment_taping.png,taping,train
dataset\images\train\IMG_8215_JPG_jpg.rf.8fbda6d37bbbe90830a826a91838d88c.jpg,dataset\masks\train\IMG_8215_JPG_jpg.rf.8fbda6d37bbbe90830a826a91838d88c__segment_taping.png,taping,train
dataset\images\train\IMG_8226_JPG_jpg.rf.860b359735cde54f3a5f5ad78b9a8967.jpg,dataset\masks\train\IMG_8226_JPG_jpg.rf.860b359735cde54f3a5f5ad78b9a8967__segment_taping.png,taping,train
dataset\images\train\IMG_8224_JPG_jpg.rf.8fb5f3425f292146d995b152fea7f266.jpg,dataset\masks\train\IMG_8224_JPG_jpg.rf.8fb5f3425f292146d995b152fea7f266__segment_taping.png,taping,train
dataset\images\train\IMG_8227_JPG_jpg.rf.92f14f7ba27f491466e8bab5b41bf773.jpg,dataset\masks\train\IMG_8227_JPG_jpg.rf.92f14f7ba27f491466e8bab5b41bf773__segment_taping.png,taping,train
dataset\images\train\2000x1500_6_resized_jpg.rf.91edeefc817313eea025f08785e44dc6.jpg,dataset\masks\train\2000x1500_6_resized_jpg.rf.91edeefc817313eea025f08785e44dc6__segment_taping.png,taping,train
dataset\images\train\2000x1500_69_resized_jpg.rf.8b972eea84bfb1183201e1b325ff867a.jpg,dataset\masks\train\2000x1500_69_resized_jpg.rf.8b972eea84bfb1183201e1b325ff867a__segment_taping.png,taping,train
dataset\images\train\IMG_8218_JPG_jpg.rf.92abeb5598da15fcd539769f42a7b070.jpg,dataset\masks\train\IMG_8218_JPG_jpg.rf.92abeb5598da15fcd539769f42a7b070__segment_taping.png,taping,train
dataset\images\train\IMG_8203_JPG_jpg.rf.8a8f09fde4b18d1413144cf2098eadee.jpg,dataset\masks\train\IMG_8203_JPG_jpg.rf.8a8f09fde4b18d1413144cf2098eadee__segment_taping.png,taping,train
dataset\images\train\IMG_8218_JPG_jpg.rf.92f69d81d31d876e64e3aad36daf401d.jpg,dataset\masks\train\IMG_8218_JPG_jpg.rf.92f69d81d31d876e64e3aad36daf401d__segment_taping.png,taping,train
dataset\images\train\IMG_8208_JPG_jpg.rf.91883f12b3415de2f3cb9e03103b7f97.jpg,dataset\masks\train\IMG_8208_JPG_jpg.rf.91883f12b3415de2f3cb9e03103b7f97__segment_taping.png,taping,train
dataset\images\train\IMG_8216_JPG_jpg.rf.9322711b5604171d0971ee755a9bae02.jpg,dataset\masks\train\IMG_8216_JPG_jpg.rf.9322711b5604171d0971ee755a9bae02__segment_taping.png,taping,train
dataset\images\train\IMG_8222_JPG_jpg.rf.94310a9a47a44de27f906b5e125e2185.jpg,dataset\masks\train\IMG_8222_JPG_jpg.rf.94310a9a47a44de27f906b5e125e2185__segment_taping.png,taping,train
dataset\images\train\IMG_8202_JPG_jpg.rf.8e4d216d9538807daf8f4463979bc958.jpg,dataset\masks\train\IMG_8202_JPG_jpg.rf.8e4d216d9538807daf8f4463979bc958__segment_taping.png,taping,train
dataset\images\train\2000x1500_80_resized_jpg.rf.939476944db4a281111b08fe9025db46.jpg,dataset\masks\train\2000x1500_80_resized_jpg.rf.939476944db4a281111b08fe9025db46__segment_taping.png,taping,train
dataset\images\train\IMG_8327_JPG_jpg.rf.94c3cad56e84d0e089b53dc4c2fa4dbc.jpg,dataset\masks\train\IMG_8327_JPG_jpg.rf.94c3cad56e84d0e089b53dc4c2fa4dbc__segment_taping.png,taping,train
dataset\images\train\IMG_8206_JPG_jpg.rf.94d0aee941b0c66736f9054e6c0c8079.jpg,dataset\masks\train\IMG_8206_JPG_jpg.rf.94d0aee941b0c66736f9054e6c0c8079__segment_taping.png,taping,train
dataset\images\train\IMG_8226_JPG_jpg.rf.923894bbecdca019dba6057ba9c1b9c3.jpg,dataset\masks\train\IMG_8226_JPG_jpg.rf.923894bbecdca019dba6057ba9c1b9c3__segment_taping.png,taping,train
dataset\images\train\2000x1500_47_resized_jpg.rf.95327b5745a794e4a550ca5a4b40b123.jpg,dataset\masks\train\2000x1500_47_resized_jpg.rf.95327b5745a794e4a550ca5a4b40b123__segment_taping.png,taping,train
dataset\images\train\IMG_20220627_111320-jpg_1500x2000_jpg.rf.950718dcbbbe838cc0ab85faf74dbf12.jpg,dataset\masks\train\IMG_20220627_111320-jpg_1500x2000_jpg.rf.950718dcbbbe838cc0ab85faf74dbf12__segment_taping.png,taping,train
dataset\images\train\IMG_8223_JPG_jpg.rf.9306d4984f57234dbc32a8562210c4df.jpg,dataset\masks\train\IMG_8223_JPG_jpg.rf.9306d4984f57234dbc32a8562210c4df__segment_taping.png,taping,train
